Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N_mean,P_mean,K_mean,ph_mean,temperature_mean,humidity_mean,soil_rainfall_mean,NPK_Index,Rainfall_Fert_Ratio,Log_Area,Log_Production,Season_encoded,Crop_encoded,State_encoded
Small millets,2015,Kharif,Madhya Pradesh,130000.0,84937.0,1000.7,20528300.0,42900.0,0.550526316,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,4.874733666463679e-05,11.775297421715827,11.349676857557556,1,44,14
Soyabean,2015,Kharif,Madhya Pradesh,185695.0,304705.5,1000.7,24727596.07,49569.2,0.812653061,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,4.0468954470876135e-05,12.131866206990335,12.627104297204422,1,45,14
Sugarcane,2015,Whole Year,Madhya Pradesh,102000.0,304705.5,1000.7,16106820.0,33660.0,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,6.212895766334027e-05,11.532737896139919,12.627104297204422,4,46,14
Sunflower,2015,Rabi,Madhya Pradesh,1000.0,1000.0,1000.7,157910.0,330.0,1.0,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.006337113943930442,6.90875477931522,6.90875477931522,2,47,14
Sweet potato,2015,Whole Year,Madhya Pradesh,3376.0,47063.0,1000.7,533104.16,1114.08,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.001877115576971718,8.124743020385568,10.759263656544292,4,48,14
Turmeric,2015,Whole Year,Madhya Pradesh,9616.06,164637.0,1000.7,1518472.035,3173.2998,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.000659017300231479,9.171293883644875,12.011504403277863,4,51,14
Urad,2015,Kharif,Madhya Pradesh,185695.0,304705.5,1000.7,24727596.07,49569.2,0.554489796,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,4.0468954470876135e-05,12.131866206990335,12.627104297204422,1,52,14
Wheat,2015,Rabi,Madhya Pradesh,185695.0,304705.5,1000.7,24727596.07,49569.2,2.961372549,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,4.0468954470876135e-05,12.131866206990335,12.627104297204422,2,53,14
Arhar/Tur,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.341470588,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,1,15
Bajra,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.296,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,2,15
Castor seed,2015,Kharif,Maharashtra,11426.0,2136.0,875.7,1804279.66,3770.58,0.239047619,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00048534577763528216,9.343734255146714,7.667158255319148,1,8,15
Cotton(lint),2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.8904,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,11,15
Gram,2015,Rabi,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.561515152,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,3.541387371854325e-05,12.131866206990335,12.627104297204422,2,16,15
Groundnut,2015,Kharif,Maharashtra,185695.0,216610.0,875.7,24727596.07,49569.2,0.627142857,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.2858583971164,1,17,15
Groundnut,2015,Summer,Maharashtra,85308.0,116629.0,875.7,13470986.28,28151.64,1.226129032,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,6.500637123309644e-05,11.354035237878815,11.666761809685095,3,17,15
Jowar,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.638,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,20,15
Jowar,2015,Rabi,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.533846154,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,2,20,15
Linseed,2015,Rabi,Maharashtra,16252.0,3988.0,875.7,2566353.32,5363.16,0.165,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0003412233428469067,9.696032786103176,8.291295851905407,2,23,15
Maize,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,1.200833333,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,24,15
Maize,2015,Rabi,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,1.55962963,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,3.541387371854325e-05,12.131866206990335,12.627104297204422,2,24,15
Maize,2015,Summer,Maharashtra,29100.0,39150.0,875.7,4595181.0,9603.0,1.352608696,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.00019056916570442696,10.278527816830314,10.575181243876902,3,24,15
Moong(Green Gram),2015,Kharif,Maharashtra,185695.0,69032.0,875.7,24727596.07,49569.2,0.20030303,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,3.541387371854325e-05,12.131866206990335,11.142339930118684,1,27,15
Moong(Green Gram),2015,Summer,Maharashtra,2552.0,591.0,875.7,402986.32,842.16,0.203846154,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,0.0021730212255809934,7.845024417241484,6.3835066348840055,3,27,15
Niger seed,2015,Kharif,Maharashtra,12370.0,1867.0,875.7,1953346.7,4082.1,0.167727273,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0004483072829276631,9.423110302862831,7.532623618788788,1,29,15
Other  Rabi pulses,2015,Rabi,Maharashtra,92908.0,44306.0,875.7,14671102.28,30659.64,0.347692308,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.9688762548197406e-05,11.439375798473357,10.69889795709442,2,32,15
Other Kharif pulses,2015,Kharif,Maharashtra,117702.0,36351.0,875.7,18586322.82,38841.66,0.346296296,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,4.711528801933894e-05,11.675919781453702,10.501004502080823,1,34,15
Ragi,2015,Kharif,Maharashtra,91700.0,92900.0,875.7,14480347.0,30261.0,0.895,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,6.047506593073592e-05,11.426288563310505,11.439289689006644,1,38,15
Rice,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,1.334583333,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,40,15
Rice,2015,Summer,Maharashtra,31400.0,76000.0,875.7,4958374.0,10362.0,2.538888889,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,0.00017661028058587743,10.354595018522993,11.23850177707664,3,40,15
Safflower,2015,Rabi,Maharashtra,56815.0,12753.0,875.7,8971656.65,18748.95,0.245,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,9.760738028161385e-05,10.947573255182869,9.453600226875217,2,41,15
Sesamum,2015,Kharif,Maharashtra,28141.0,3511.0,875.7,4443745.31,9286.53,0.134666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00019706345477674223,10.2450184013482,8.163940954755008,1,43,15
Sesamum,2015,Rabi,Maharashtra,1627.0,907.0,875.7,256919.57,536.91,0.568888889,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0034084464315177255,7.395107546562485,6.811244378601294,2,43,15
Small millets,2015,Kharif,Maharashtra,48200.0,16200.0,875.7,7611262.0,15906.0,0.294090909,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00011505317842781153,10.783135046711445,9.692828247710418,1,44,15
Small millets,2015,Rabi,Maharashtra,15840.0,4856.0,875.7,2501294.4,5227.2,0.403636364,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0003500985929130962,9.670356794688852,8.488176242345745,2,44,15
Small millets,2015,Summer,Maharashtra,12350.0,9870.0,875.7,1950188.5,4075.5,0.629285714,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0004490332862524386,9.421492310438014,9.197356444417888,3,44,15
Soyabean,2015,Kharif,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,0.668928571,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,1,45,15
Sugarcane,2015,Whole Year,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,4,46,15
Sunflower,2015,Kharif,Maharashtra,18532.0,2440.0,875.7,2926388.12,6115.56,0.108235294,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0002992425012843131,9.82730820579731,7.80016307039296,1,47,15
Sunflower,2015,Rabi,Maharashtra,28631.0,7250.0,875.7,4521121.21,9448.23,0.24826087,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00019369084915755907,10.262280252445862,8.888894669371593,2,47,15
Sunflower,2015,Summer,Maharashtra,1020.0,1335.0,875.7,161068.2,336.6,0.644,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0054367936265903105,6.928537818164665,7.197435354096591,3,47,15
Tobacco,2015,Whole Year,Maharashtra,1606.0,2803.0,875.7,253603.46,529.98,1.125,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.003453014982465214,7.382124365737512,7.938802248154481,4,50,15
Urad,2015,Kharif,Maharashtra,185695.0,61420.0,875.7,24727596.07,49569.2,0.323939394,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,3.541387371854325e-05,12.131866206990335,11.025507075203857,1,52,15
Wheat,2015,Rabi,Maharashtra,185695.0,304705.5,875.7,24727596.07,49569.2,1.0278125,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,3.541387371854325e-05,12.131866206990335,12.627104297204422,2,53,15
other oilseeds,2015,Rabi,Maharashtra,9154.0,2364.0,875.7,1445508.14,3020.82,0.317307692,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0006058073074515462,9.122055457108612,7.768533300926033,2,54,15
other oilseeds,2015,Summer,Maharashtra,307.0,340.0,875.7,48478.37,101.31,0.68,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.018063353546054744,5.730099782973574,5.831882477283517,3,54,15
Arhar/Tur,2015,Kharif,Manipur,533.0,581.0,1329.1,84166.03,175.89,1.088888889,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,0.015791218960678546,6.280395838960195,6.366470447731438,1,1,16
Banana,2015,Whole Year,Manipur,6952.0,93946.0,1329.1,1097790.32,2294.16,5.0722222225,100.23,82.01,50.05,5.98389318024,27.3767983057,80.35812258109999,104.6269804001,77.43,0.0012107036882018705,8.846928500099018,11.450486072453119,4,3,16
Cashewnut,2015,Whole Year,Manipur,34.0,19.0,1329.1,5368.94,11.22,0.555,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.24750742093952632,3.5553480614894135,2.995732273553991,4,7,16
Cowpea(Lobia),2015,Kharif,Manipur,962.0,1051.0,1329.1,151909.42,317.46,1.107777778,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.008749235240084254,6.870053411798126,6.9584483932976555,1,12,16
Dry chillies,2015,Whole Year,Manipur,199.0,1511.0,1329.1,31424.09,65.67,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.042294230501806036,5.298317366548036,7.321188556739478,4,13,16
Ginger,2015,Kharif,Manipur,3226.0,38092.0,1329.1,509417.66,1064.58,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.002609052444211604,8.079308192051961,10.547785817200792,1,15,16
Gram,2015,Rabi,Manipur,768.0,713.0,1329.1,121274.88,253.44,0.926666667,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,0.010959310293192677,6.645090969505644,6.570882962339584,2,16,16
Groundnut,2015,Kharif,Manipur,3375.0,2977.0,1329.1,532946.25,1113.75,0.884444444,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0024938678265062817,8.124446855715847,7.999007213243955,1,17,16
Maize,2015,Kharif,Manipur,19720.0,44380.0,1329.1,3113985.2,6507.6,2.287777778,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0004268162781196653,9.889439336810069,10.700566728905104,1,24,16
Maize,2015,Rabi,Manipur,7000.0,17180.0,1329.1,1105370.0,2310.0,2.462222222,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0012024017275647724,8.853808274977197,9.751559401061966,2,24,16
Masoor,2015,Rabi,Manipur,671.0,623.0,1329.1,105957.61,221.43,0.927777778,18.77,68.36,19.41,6.927931571609999,24.509052402600002,64.8047846785,45.680454204,35.51333333333333,0.012543577157155986,6.51025834052315,6.436150368369428,2,25,16
Moong(Green Gram),2015,Kharif,Manipur,451.0,500.0,1329.1,71217.41,148.83,1.105555556,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,0.018662309366356253,6.113682179832232,6.2166061010848646,1,27,16
Other  Rabi pulses,2015,Rabi,Manipur,6271.0,5793.0,1329.1,990253.61,2069.43,0.921111111,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0013421800682149815,8.743850562030243,8.664578178329295,2,32,16
Other Kharif pulses,2015,Kharif,Manipur,1531.0,1718.0,1329.1,241760.21,505.23,1.132222222,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.005497573411383902,7.3343293503005365,7.449498005382849,1,34,16
Peas & beans (Pulses),2015,Rabi,Manipur,18290.0,17192.0,1329.1,2888173.9,6035.7,0.935555556,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0004601868120936859,9.814164414575925,9.752257603219848,2,36,16
Potato,2015,Whole Year,Manipur,15250.0,129170.0,1329.1,2408127.5,5032.5,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0005519223745742804,9.632400353656184,11.76889238693179,4,37,16
Rapeseed &Mustard,2015,Rabi,Manipur,29000.0,24520.0,1329.1,4579390.0,9570.0,0.846666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.000290235098946563,10.275085591132715,10.1072851722528,2,39,16
Rice,2015,Kharif,Manipur,185695.0,304705.5,1329.1,24727596.07,49569.2,1.876666667,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,5.3749662623405076e-05,12.131866206990335,12.627104297204422,1,40,16
Soyabean,2015,Kharif,Manipur,5105.0,4283.0,1329.1,806130.55,1684.65,0.835555556,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0016487383479780687,8.53817159780143,8.36264243156764,1,45,16
Sugarcane,2015,Whole Year,Manipur,6000.0,304705.5,1329.1,947460.0,1980.0,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0014028018039792666,8.699681400989514,12.627104297204422,4,46,16
Turmeric,2015,Whole Year,Manipur,2670.0,30962.0,1329.1,421619.7,881.1,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.003152359454837013,7.890208213109961,10.340548222234043,4,51,16
Urad,2015,Kharif,Manipur,1443.0,1618.0,1329.1,227864.13,476.19,1.135555556,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,0.005832836292240063,7.275172319452771,7.389563953677635,1,52,16
Wheat,2015,Rabi,Manipur,2250.0,5620.0,1329.1,355297.5,742.5,2.503333333,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0037407982302205046,7.719129840906732,8.634264863002075,2,53,16
Arhar/Tur,2015,Kharif,Mizoram,268.0,250.0,2310.8,42319.88,88.44,1.038333333,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,0.05460188918566911,5.594711379601839,5.5254529391317835,1,1,18
Cotton(lint),2015,Kharif,Mizoram,176.0,77.0,2310.8,27792.16,58.08,0.612,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,0.08314275886585046,5.176149732573829,4.356708826689592,1,11,18
Cowpea(Lobia),2015,Kharif,Mizoram,1195.0,1363.0,2310.8,188702.45,394.35,1.12125,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.012245669064344081,7.086737934510577,7.218176838403408,1,12,18
Cowpea(Lobia),2015,Rabi,Mizoram,107.0,117.0,2310.8,16896.37,35.31,0.996666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.13675500980330077,4.68213122712422,4.770684624465665,2,12,18
Maize,2015,Kharif,Mizoram,5672.0,9868.0,2310.8,895665.52,1871.76,1.94625,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0025799780927392487,8.643473357326567,9.197153810172008,1,24,18
Maize,2015,Rabi,Mizoram,205.0,427.0,2310.8,32371.55,67.65,2.57,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.07138146361655169,5.327876168789581,6.059123195581797,2,24,18
Onion,2015,Rabi,Mizoram,5.0,73.0,2310.8,789.55,1.65,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,2.923028271456581,1.791759469228055,4.30406509320417,2,31,18
Other  Rabi pulses,2015,Rabi,Mizoram,1277.0,2038.0,2310.8,201651.07,421.41,1.545,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.01145934182574967,7.15305163493748,7.620214770574455,2,32,18
Other Kharif pulses,2015,Kharif,Mizoram,860.0,1274.0,2310.8,135802.6,283.8,1.34125,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.017015749214306545,6.7580945044277305,7.150701457592526,1,34,18
Potato,2015,Kharif,Mizoram,6.0,6.0,2310.8,947.46,1.98,1.0,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,2.4363705375028997,1.9459101490553132,1.9459101490553132,1,37,18
Potato,2015,Rabi,Mizoram,350.0,2894.0,2310.8,55268.5,115.5,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.041809678032187735,5.860786223465865,7.970740390007095,2,37,18
Rapeseed &Mustard,2015,Rabi,Mizoram,743.0,694.0,2310.8,117327.13,245.19,0.86625,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.019695191596422787,6.612041034833092,6.543911845564792,2,39,18
Rice,2015,Autumn,Mizoram,19851.0,24343.0,2310.8,3134671.41,6550.83,1.22375,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,0.0007371743192775924,9.89606003670733,10.100040691576806,0,40,18
Rice,2015,Kharif,Mizoram,16804.0,36471.0,2310.8,2653519.64,5545.32,2.16,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,0.0008708430472204655,9.729431740159207,10.504300121893277,1,40,18
Rice,2015,Rabi,Mizoram,498.0,1275.0,2310.8,78639.18,164.34,2.515,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,0.029384469872780053,6.212606095751519,7.151485463904735,2,40,18
Sesamum,2015,Kharif,Mizoram,868.0,650.0,2310.8,137065.88,286.44,0.7625,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.016858923176773268,6.767343125265392,6.478509642208569,1,43,18
Soyabean,2015,Kharif,Mizoram,1048.0,1613.0,2310.8,165489.68,345.84,1.43625,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.013963324097767925,6.955592608396297,7.3864708488298945,1,45,18
Sugarcane,2015,Whole Year,Mizoram,1542.0,51270.0,2310.8,243497.22,508.86,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.009490007770898696,7.341483852363161,10.844880569171112,4,46,18
Tapioca,2015,Kharif,Mizoram,135.0,460.0,2310.8,21317.85,44.55,4.1975,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.10839233823588047,4.912654885736052,6.133398042996649,1,49,18
Tobacco,2015,Whole Year,Mizoram,353.0,121.0,2310.8,55742.23,116.49,0.4525,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.04145436136370282,5.869296913133774,4.804021044733257,4,50,18
Arhar/Tur,2015,Kharif,Nagaland,3050.0,2750.0,1308.3,481625.5,1006.5,0.887272727,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,0.002716420296640654,8.02322468471667,7.919719760924575,1,1,19
Bajra,2015,Kharif,Nagaland,690.0,700.0,1308.3,108957.9,227.7,0.989090909,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.012007279809175753,6.53813982376767,6.55250788703459,1,2,19
Barley,2015,Rabi,Nagaland,530.0,540.0,1308.3,83692.3,174.9,1.01,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.015632075685867327,6.274762021241939,6.293419278846481,2,4,19
Castor seed,2015,Kharif,Nagaland,330.0,220.0,1308.3,52110.3,108.9,0.62,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.025105879147133154,5.802118375377063,5.3981627015177525,1,8,19
Cotton(lint),2015,Kharif,Nagaland,130.0,80.0,1308.3,20528.3,42.9,0.615,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,0.06372842717481843,4.875197323201151,4.394449154672439,1,11,19
Cowpea(Lobia),2015,Kharif,Nagaland,520.0,770.0,1308.3,82113.2,171.6,1.476666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.01593268886501969,6.255750041753367,6.647688373563329,1,12,19
Ginger,2015,Kharif,Nagaland,3720.0,33930.0,1308.3,587425.2,1227.6,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.002227173387908132,8.221747728346623,10.432084329787237,1,15,19
Gram,2015,Rabi,Nagaland,770.0,650.0,1308.3,121590.7,254.1,0.821818182,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,0.010759780478437262,6.647688373563329,6.478509642208569,2,16,19
Groundnut,2015,Kharif,Nagaland,890.0,920.0,1308.3,140539.9,293.7,1.028181818,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.009309033882663338,6.792344427470809,6.825460036255307,1,17,19
Horse-gram,2015,Kharif,Nagaland,490.0,520.0,1308.3,77375.9,161.7,1.040909091,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.01690814700511393,6.19644412779452,6.255750041753367,1,19,19
Jowar,2015,Kharif,Nagaland,250.0,240.0,1308.3,39477.5,82.5,0.96,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.03313955697404917,5.5254529391317835,5.484796933490655,1,20,19
Jute,2015,Kharif,Nagaland,2430.0,5830.0,1308.3,383721.3,801.9,5.0722222225,78.4,46.86,39.99,6.7327775681699995,24.9583758265,79.6398642063,174.792797536,55.083333333333336,0.003409496920038267,7.796057974316123,8.670943791222156,1,21,19
Linseed,2015,Rabi,Nagaland,5790.0,4680.0,1308.3,914298.9,1910.7,0.805454545,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0014309309232123945,8.66406026722579,8.45126704130007,2,23,19
Maize,2015,Kharif,Nagaland,63640.0,125920.0,1308.3,10049392.4,21001.2,1.978181818,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.00013018696232948746,11.061013195716075,11.743410005169887,1,24,19
Maize,2015,Rabi,Nagaland,5270.0,10440.0,1308.3,832185.7,1739.1,1.981666667,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0015721231786088386,8.569975376855206,9.25349564229011,2,24,19
Masoor,2015,Rabi,Nagaland,2130.0,1790.0,1308.3,336348.3,702.9,0.828888889,18.77,68.36,19.41,6.927931571609999,24.509052402600002,64.8047846785,45.680454204,35.51333333333333,0.0038897063261317923,7.664346632098617,7.490529402060711,2,25,19
Mesta,2015,Kharif,Nagaland,1850.0,2050.0,1308.3,292133.5,610.5,1.105454545,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.004478416619741934,7.523481312573497,7.62608275807238,1,26,19
Moong(Green Gram),2015,Kharif,Nagaland,390.0,400.0,1308.3,61584.9,128.7,1.008888889,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,0.02124349891777176,5.968707559985366,5.993961427306569,1,27,19
