Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N_mean,P_mean,K_mean,ph_mean,temperature_mean,humidity_mean,soil_rainfall_mean,NPK_Index,Rainfall_Fert_Ratio,Log_Area,Log_Production,Season_encoded,Crop_encoded,State_encoded
Arecanut,2009,Whole Year,Assam,68947.0,68556.0,1727.1,10743321.54,11720.99,0.981851852,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0001607603228488754,11.141107876274281,11.135420795021401,4,0,2
Arhar/Tur,2009,Kharif,Assam,6191.0,4408.0,1727.1,964681.62,1052.47,0.707037037,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,0.0017903297563295999,8.731013415269564,8.391403185357937,1,1,2
Banana,2009,Whole Year,Assam,44980.0,304705.5,1727.1,7008783.6,7646.6,5.0722222225,100.23,82.01,50.05,5.98389318024,27.3767983057,80.35812258109999,104.6269804001,77.43,0.0002464193292514654,10.713995457369334,12.627104297204422,4,3,2
Black pepper,2009,Whole Year,Assam,2967.0,4398.0,1727.1,462317.94,504.39,1.577777778,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.003735732738961549,7.995643604287271,8.389132521348719,4,5,2
Castor seed,2009,Kharif,Assam,1157.0,492.0,1727.1,180283.74,196.69,0.427916667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.009579845748453253,7.05444965813294,6.20050917404269,1,8,2
Coconut,2009,Whole Year,Assam,20368.0,304705.5,1727.1,3173741.76,3462.56,5.0722222225,21.98,16.93,30.59,5.97656212619,27.4098921723,94.84427180610001,175.686645804,23.166666666666668,0.0005441839905134593,9.92176941621414,12.627104297204422,4,9,2
Cotton(lint),2009,Kharif,Assam,1646.0,782.0,1727.1,256479.72,279.82,0.51625,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,0.006733839487038246,7.4067107301776405,6.663132695990803,1,11,2
Dry chillies,2009,Whole Year,Assam,17111.0,11727.0,1727.1,2666236.02,2908.87,0.65962963,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0006477668665781259,9.747535250762242,9.369734424126433,4,13,2
Ginger,2009,Whole Year,Assam,15690.0,107893.0,1727.1,2444815.8,2667.3,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0007064333000329514,9.660842578559068,11.588904542656538,4,15,2
Gram,2009,Rabi,Assam,1725.0,887.0,1727.1,268789.5,293.25,0.505925926,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,0.006425450304233222,7.453561871643373,6.78897174299217,2,16,2
Jute,2009,Kharif,Assam,65270.0,304705.5,1727.1,10170371.4,11095.9,5.0722222225,78.4,46.86,39.99,6.7327775681699995,24.9583758265,79.6398642063,174.792797536,55.083333333333336,0.0001698167905828109,11.086303112486313,12.627104297204422,1,21,2
Linseed,2009,Rabi,Assam,7003.0,3578.0,1727.1,1091207.46,1190.51,0.481666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0015827406616697234,8.854236693405742,8.182838710766026,2,23,2
Maize,2009,Kharif,Assam,19481.0,13981.0,1727.1,3035529.42,3311.77,0.617407407,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0005689615194170908,9.877246241330901,9.54552606707193,1,24,2
Masoor,2009,Rabi,Assam,23227.0,11661.0,1727.1,3619231.14,3948.59,0.498148148,18.77,68.36,19.41,6.927931571609999,24.509052402600002,64.8047846785,45.680454204,35.51333333333333,0.000477200669421553,10.05311372649194,9.364090971782101,2,25,2
Mesta,2009,Kharif,Assam,5000.0,25437.0,1727.1,779100.0,850.0,4.705217391,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0022167857569172673,8.517393171418904,10.14399939801143,1,26,2
Moong(Green Gram),2009,Rabi,Assam,7519.0,3439.0,1727.1,1171610.58,1278.23,0.447037037,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,0.0014741233609179586,8.925321416943886,8.143226750367445,2,27,2
Niger seed,2009,Kharif,Assam,7645.0,3925.0,1727.1,1191243.9,1299.65,0.51,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0014498278229774584,8.941937914256359,8.275376374836407,1,29,2
Onion,2009,Whole Year,Assam,6785.0,15801.0,1727.1,1057238.7,1153.45,2.375185185,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0016335935928247871,8.822616945344176,9.667891793282678,4,31,2
Peas & beans (Pulses),2009,Rabi,Assam,22013.0,13412.0,1727.1,3430065.66,3742.21,0.623703704,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0005035179112233346,9.999433893583337,9.50397966490209,2,36,2
Potato,2009,Whole Year,Assam,82629.0,304705.5,1727.1,12875250.78,14046.93,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00013414106609416535,11.32212808969523,12.627104297204422,4,37,2
Rapeseed &Mustard,2009,Rabi,Assam,185695.0,131493.0,1727.1,24727596.07,42279.0,0.512962963,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,6.984503973883297e-05,12.131866206990335,11.78671650218257,2,39,2
Rice,2009,Autumn,Assam,185695.0,304705.5,1727.1,24727596.07,49569.2,1.070740741,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,6.984503973883297e-05,12.131866206990335,12.627104297204422,0,40,2
Rice,2009,Summer,Assam,185695.0,304705.5,1727.1,24727596.07,49569.2,1.903703704,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,6.984503973883297e-05,12.131866206990335,12.627104297204422,3,40,2
Rice,2009,Winter,Assam,185695.0,304705.5,1727.1,24727596.07,49569.2,1.780740741,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,6.984503973883297e-05,12.131866206990335,12.627104297204422,5,40,2
Sesamum,2009,Kharif,Assam,11641.0,6603.0,1727.1,1813900.62,1978.97,0.493333333,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0009521464565426651,9.362374527831681,8.795430805040018,1,43,2
Small millets,2009,Kharif,Assam,6260.0,3246.0,1727.1,975433.2,1064.2,0.750384615,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.001770596109916999,8.74209519574531,8.085486772102845,1,44,2
Sugarcane,2009,Whole Year,Assam,27165.0,304705.5,1727.1,4232850.3,4618.05,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0004080228379390507,10.209721470382435,12.627104297204422,4,46,2
Sweet potato,2009,Whole Year,Assam,6806.0,23969.0,1727.1,1060510.92,1157.02,3.410740741,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0016285531236650316,8.825706773447951,10.08455832742843,4,48,2
Tapioca,2009,Whole Year,Assam,3205.0,15286.0,1727.1,499403.1,544.85,4.463076923,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0034583216277159117,8.072779333169498,9.634758073001034,4,49,2
Tobacco,2009,Whole Year,Assam,591.0,320.0,1727.1,92089.62,100.47,0.631923077,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.018754353049203056,6.3835066348840055,5.771441123130016,4,50,2
Turmeric,2009,Whole Year,Assam,13883.0,9719.0,1727.1,2163249.06,2360.11,0.744074074,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0007983820418800774,9.538492376981678,9.181940897454485,4,51,2
Urad,2009,Rabi,Assam,43353.0,24558.0,1727.1,6755264.46,7370.01,0.565925926,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,0.00025566722880495063,10.677154250154869,10.108833664819757,2,52,2
Wheat,2009,Rabi,Assam,60067.0,65301.0,1727.1,9359639.94,10211.39,1.097037037,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0001845263094034887,11.00323253280017,11.086777942666862,2,53,2
Arecanut,2009,Whole Year,Karnataka,185695.0,304705.5,1321.0,24727596.07,33286.34,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.627104297204422,4,0,12
Arhar/Tur,2009,Kharif,Karnataka,185695.0,279760.0,1321.0,24727596.07,49569.2,0.526923077,20.73,67.73,20.29,5.794174879790001,27.7417622259,48.0616330847,149.4575638135,36.25,5.342209339065391e-05,12.131866206990335,12.54169094622329,1,1,12
Bajra,2009,Kharif,Karnataka,185695.0,130201.0,1321.0,24727596.07,49569.2,0.446666667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,11.77684236962173,1,2,12
Bajra,2009,Rabi,Karnataka,124.0,138.0,1321.0,19321.68,21.08,0.945,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.06836525782137881,4.8283137373023015,4.9344739331306915,2,2,12
Bajra,2009,Summer,Karnataka,754.0,707.0,1321.0,117488.28,128.18,0.935,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.011243578988653262,6.626717749249025,6.56244409369372,3,2,12
Banana,2009,Whole Year,Karnataka,63981.0,304705.5,1321.0,9969519.42,10876.77,5.0722222225,100.23,82.01,50.05,5.98389318024,27.3767983057,80.35812258109999,104.6269804001,77.43,0.00013250386621907335,11.06635707278361,12.627104297204422,4,3,12
Black pepper,2009,Whole Year,Karnataka,19706.0,73143.0,1321.0,3070588.92,3350.02,3.701538462,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00043021049193048874,9.888729181560583,11.200185379844262,4,5,12
Cardamom,2009,Whole Year,Karnataka,19178.0,1267.0,1321.0,2988315.96,3260.26,0.085,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00044205484815774027,9.861571209434837,7.145196134997171,4,6,12
Cashewnut,2009,Whole Year,Karnataka,63314.0,48008.0,1321.0,9865587.48,10763.38,0.764545455,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00013389976712266028,11.055877546884709,10.7791437723141,4,7,12
Castor seed,2009,Kharif,Karnataka,17829.0,11525.0,1321.0,2778114.78,3030.93,0.645909091,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00047550214051913993,9.788637710857186,9.352360631996612,1,8,12
Coconut,2009,Whole Year,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,5.0722222225,21.98,16.93,30.59,5.97656212619,27.4098921723,94.84427180610001,175.686645804,23.166666666666668,5.342209339065391e-05,12.131866206990335,12.627104297204422,4,9,12
Coriander,2009,Whole Year,Karnataka,6580.0,3224.0,1321.0,1025295.6,1118.6,0.498095238,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0012884076666205661,8.791941988456118,8.078688229229872,4,10,12
Cotton(lint),2009,Whole Year,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,1.6005,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,5.342209339065391e-05,12.131866206990335,12.627104297204422,4,11,12
Dry chillies,2009,Rabi,Karnataka,6354.0,18944.0,1321.0,990080.28,1080.18,2.896071429,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0013342338923931578,8.756997183623554,9.8492953234527,2,13,12
Dry chillies,2009,Summer,Karnataka,6605.0,30415.0,1321.0,1029191.1,1122.85,4.545416667,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0012835310337108107,8.795733605950735,10.322724064728211,3,13,12
Garlic,2009,Whole Year,Karnataka,4698.0,6603.0,1321.0,732042.36,798.66,1.794615385,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0018045379169889608,8.455104999102815,8.795430805040018,4,14,12
Ginger,2009,Whole Year,Karnataka,44837.0,304705.5,1321.0,6986501.34,7622.29,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00018907887462326392,10.710811273158345,12.627104297204422,4,15,12
Gram,2009,Kharif,Karnataka,114622.0,60384.0,1321.0,17860400.04,19485.74,0.4852,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,7.396250493152421e-05,11.64940376120589,11.008496008709475,1,16,12
Gram,2009,Rabi,Karnataka,112804.0,52780.0,1321.0,17577119.28,19176.68,0.455714286,40.09,67.79,79.92,7.33695662374,18.8728467519,16.8604394237,80.0589772605,62.6,7.515451785939533e-05,11.633415943304852,10.873906556448501,2,16,12
Groundnut,2009,Kharif,Karnataka,185695.0,289045.0,1321.0,24727596.07,49569.2,0.577692308,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.574341123978613,1,17,12
Groundnut,2009,Rabi,Karnataka,185695.0,168308.0,1321.0,24727596.07,35446.36,0.949642857,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.033556854684939,2,17,12
Horse-gram,2009,Kharif,Karnataka,114622.0,60384.0,1321.0,17860400.04,19485.74,0.4852,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,7.396250493152421e-05,11.64940376120589,11.008496008709475,1,19,12
Horse-gram,2009,Rabi,Karnataka,112804.0,52780.0,1321.0,17577119.28,19176.68,0.455714286,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,7.515451785939533e-05,11.633415943304852,10.873906556448501,2,19,12
Jowar,2009,Kharif,Karnataka,185695.0,240968.0,1321.0,24727596.07,41869.3,0.9875,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.39242357349376,1,20,12
Jowar,2009,Rabi,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,0.8765,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.627104297204422,2,20,12
Jowar,2009,Summer,Karnataka,5973.0,8824.0,1321.0,930712.86,1015.41,1.498461538,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0014193406338657082,8.695171998776056,9.085343881801498,3,20,12
Linseed,2009,Rabi,Karnataka,12456.0,3657.0,1321.0,1940893.92,2117.52,0.333333333,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0006806138685756363,9.430037992886092,8.204671828950811,2,23,12
Maize,2009,Kharif,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,2.418148148,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,5.342209339065391e-05,12.131866206990335,12.627104297204422,1,24,12
Maize,2009,Rabi,Karnataka,103702.0,262272.0,1321.0,16158845.64,17629.34,2.43962963,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,8.175088417077767e-05,11.549286323403795,12.477141224986777,2,24,12
Maize,2009,Summer,Karnataka,28341.0,77530.0,1321.0,4416094.62,4817.97,2.839642857,77.76,48.44,19.79,6.2451897224,22.3892039102,65.0922494467,84.766987663,48.663333333333334,0.0002991330156025924,10.252100082384816,11.258433135362765,3,24,12
Mesta,2009,Whole Year,Karnataka,1300.0,1885.0,1321.0,202566.0,221.0,1.324,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.006521299125721366,7.170888478512505,7.542213463193403,4,26,12
Moong(Green Gram),2009,Kharif,Karnataka,185695.0,45514.0,1321.0,24727596.07,49569.2,0.199565217,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,5.342209339065391e-05,12.131866206990335,10.72579722093939,1,27,12
Moong(Green Gram),2009,Rabi,Karnataka,8958.0,2349.0,1321.0,1395835.56,1522.86,0.28,20.99,47.28,19.87,6.72395694037,28.5257747353,85.49997454300001,48.403600902899996,29.38,0.0009463858719963603,9.100413892597578,7.762170607138205,2,27,12
Niger seed,2009,Kharif,Karnataka,26380.0,9250.0,1321.0,4110531.6,4484.6,0.33375,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00032136954709956564,10.18039933305852,9.132486932771318,1,29,12
Onion,2009,Kharif,Karnataka,174311.0,304705.5,1321.0,24727596.07,29632.87,4.2968,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.068602075954114,12.627104297204422,1,31,12
Onion,2009,Rabi,Karnataka,13815.0,81847.0,1321.0,2152653.3,2348.55,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0006136610044631877,9.533582619826515,11.312619147558776,2,31,12
Onion,2009,Summer,Karnataka,3777.0,28828.0,1321.0,588532.14,642.09,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.002244563492210481,8.236950048061455,10.269137103939993,3,31,12
Other  Rabi pulses,2009,Rabi,Karnataka,33735.0,9510.0,1321.0,5256587.7,5734.95,0.293448276,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00025130366391420354,10.426320795426395,9.160204302482386,2,32,12
Other Kharif pulses,2009,Kharif,Karnataka,114169.0,82364.0,1321.0,17789813.58,19408.73,0.6076,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,7.425597349874121e-05,11.645443844670373,11.318915868381083,1,34,12
Potato,2009,Kharif,Karnataka,28305.0,175087.0,1321.0,4410485.1,4811.85,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00029951347086208934,10.250829075293785,12.073043983658224,1,37,12
Potato,2009,Rabi,Karnataka,5890.0,86967.0,1321.0,917779.8,1001.3,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.001439341507253148,8.681181041521688,11.373295513883836,2,37,12
Potato,2009,Summer,Karnataka,2913.0,46821.0,1321.0,453903.66,495.21,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.002910302793542591,7.97728198675515,10.754108456920264,3,37,12
Ragi,2009,Kharif,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,1.337142857,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.627104297204422,1,38,12
Ragi,2009,Rabi,Karnataka,27562.0,44924.0,1321.0,4294710.84,4685.54,1.834285714,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00030758757495590207,10.224229572614233,10.71274971165176,2,38,12
Ragi,2009,Summer,Karnataka,7984.0,14970.0,1321.0,1244066.88,1357.28,1.778,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0010618391658821704,8.985320060649112,9.613870275449836,3,38,12
Rapeseed &Mustard,2009,Rabi,Karnataka,5116.0,1493.0,1321.0,797175.12,869.72,0.29,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0016570993120064862,8.540323608805092,7.309212365692763,2,39,12
Rice,2009,Kharif,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,2.397931034,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,5.342209339065391e-05,12.131866206990335,12.627104297204422,1,40,12
Rice,2009,Rabi,Karnataka,37747.0,84636.0,1321.0,5881737.54,6416.99,2.416666667,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,0.00022459345838245982,10.538687773141223,11.34612680222956,2,40,12
Rice,2009,Summer,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,2.806923077,79.89,47.58,39.87,6.425470922140001,23.6893322105,82.2728215389,236.181113594,55.78,5.342209339065391e-05,12.131866206990335,12.627104297204422,3,40,12
Safflower,2009,Rabi,Karnataka,67924.0,51941.0,1321.0,10583917.68,11547.08,0.694,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0001248119944927619,11.126159434294548,10.857882990443828,2,41,12
Sannhamp,2009,Whole Year,Karnataka,282.0,70.0,1321.0,43941.24,47.94,0.163333333,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.03006219073037697,5.645446897643238,4.2626798770413155,4,42,12
Sesamum,2009,Kharif,Karnataka,76280.0,31039.0,1321.0,11885949.6,12967.6,0.437307692,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00011113961722169702,11.24217916922465,10.343031974297155,1,43,12
Small millets,2009,Kharif,Karnataka,26682.0,13089.0,1321.0,4157589.24,4535.94,0.4905,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0003177321293692473,10.191781937486343,9.479603858903946,1,44,12
Soyabean,2009,Kharif,Karnataka,183688.0,82396.0,1321.0,24727596.07,31226.96,0.413,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.120999389170803,11.319304307467794,1,45,12
Sugarcane,2009,Whole Year,Karnataka,185695.0,304705.5,1321.0,24727596.07,49569.2,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.627104297204422,4,46,12
Sunflower,2009,Kharif,Karnataka,185695.0,111835.0,1321.0,24727596.07,49569.2,0.36,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,11.624788791448928,1,47,12
Sunflower,2009,Rabi,Karnataka,185695.0,114919.0,1321.0,24727596.07,49569.2,0.54826087,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,11.651991513093225,2,47,12
Sunflower,2009,Summer,Karnataka,28543.0,24563.0,1321.0,4447570.26,4852.31,0.95952381,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.0002970160392663388,10.259202035379737,10.10903723544929,3,47,12
Sweet potato,2009,Whole Year,Karnataka,2397.0,15751.0,1321.0,373500.54,407.49,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.003536799339568988,7.7823903355874595,9.664722620318962,4,48,12
Tapioca,2009,Whole Year,Karnataka,881.0,8161.0,1321.0,137277.42,149.77,5.0722222225,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.009622779749359002,6.782192056006791,9.00724451596575,4,49,12
Tobacco,2009,Whole Year,Karnataka,118168.0,90957.0,1321.0,18412937.76,20088.56,0.799411765,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,7.174302903074446e-05,11.679871082212555,11.41815314049579,4,50,12
Turmeric,2009,Whole Year,Karnataka,17873.0,89932.0,1321.0,2784970.86,3038.41,4.762941176,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00047433154315605907,9.791102421941337,11.406820227631592,4,51,12
Urad,2009,Kharif,Karnataka,109099.0,9259.0,1321.0,16999806.18,18546.83,0.153181818,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,7.770676373048133e-05,11.600020171821162,9.133459327640225,1,52,12
Urad,2009,Rabi,Karnataka,9092.0,3548.0,1321.0,1416715.44,1545.64,0.372307692,40.02,67.47,19.24,7.13395162948,29.9733396789,65.1184255887,67.8841511832,42.24333333333333,0.0009324378278549517,9.115260165725912,8.174421152646497,2,52,12
Wheat,2009,Rabi,Karnataka,185695.0,263877.0,1321.0,24727596.07,48182.59,0.919285714,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,5.342209339065391e-05,12.131866206990335,12.483242154105417,2,53,12
Arecanut,2009,Whole Year,Kerala,99190.0,116763.0,2698.2,15455785.8,16862.3,0.976428571,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00017457538945865893,11.504802563350678,11.667910082688888,4,0,13
Banana,2009,Whole Year,Kerala,51275.0,304705.5,2698.2,7989670.5,8716.75,5.0722222225,100.23,82.01,50.05,5.98389318024,27.3767983057,80.35812258109999,104.6269804001,77.43,0.00033771100601570414,10.844978085432025,12.627104297204422,4,3,13
Black pepper,2009,Whole Year,Kerala,171489.0,42460.0,2698.2,24727596.07,29153.13,0.190714286,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00010911695108755668,12.052280234850192,10.656341286557868,4,5,13
Cardamom,2009,Whole Year,Kerala,41593.0,7800.0,2698.2,6481021.26,7070.81,0.057777778,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.00041632321133240483,10.635711205077866,8.962007209588313,4,6,13
Cashewnut,2009,Whole Year,Kerala,48972.0,35818.0,2698.2,7630817.04,8325.24,0.482857143,40.09,48.44,19.87,6.425470922140001,23.988957895200002,65.1184255887,84.766987663,36.13333333333333,0.000353592496355738,10.799024404817064,10.486233757860406,4,7,13
Coconut,2009,Whole Year,Kerala,185695.0,304705.5,2698.2,24727596.07,49569.2,5.0722222225,21.98,16.93,30.59,5.97656212619,27.4098921723,94.84427180610001,175.686645804,23.166666666666668,0.00010911695108755668,12.131866206990335,12.627104297204422,4,9,13
Cotton(lint),2009,Kharif,Kerala,1018.0,1324.0,2698.2,158624.76,173.06,1.3,117.77,46.24,19.56,6.91267549578,23.988957895200002,79.8434742538,80.3980431193,61.19,0.01700984758087211,6.926577033222725,7.1891677384203225,1,11,13
